"Do you want to enable interactive Info Tooltips on mouse-over for sources and entities in the site activity feeds in Advanced Activity Feeds? (The interactive Info Tooltips contain information and quick action links for the entities. You can choose more settings for these from the Info Tooltip Settings.)";"Do you want to enable interactive Info Tooltips on mouse-over for sources and entities in the site activity feeds in Advanced Activity Feeds? (The interactive Info Tooltips contain information and quick action links for the entities. You can choose more settings for these from the Info Tooltip Settings.)"
"Yes";"Yes"
"No";"No"
"Auto-Loading Activity Feeds On-scroll";"Auto-Loading Activity Feeds On-scroll"
"Do you want to enable auto-loading of old activity feeds when users scroll down to the bottom of Advanced Activity Feeds? (This setting will apply to the site activity feeds as well as those from Facebook and Twitter.)";"Do you want to enable auto-loading of old activity feeds when users scroll down to the bottom of Advanced Activity Feeds? (This setting will apply to the site activity feeds as well as those from Facebook and Twitter.)"
"Choose the options from below that you want to be enabled for the Status Update Box in site activity feeds. (Additionally, using the “@�? character with name, users will be able to tag their Friends and site’s %s in their updates on Member Homepage and User Profiles. Tagged friends and Page Admins of tagged %s will get notification updates.)";"Choose the options from below that you want to be enabled for the Status Update Box in site activity feeds. (Additionally, using the “@�? character with name, users will be able to tag their Friends and site’s %s in their updates on Member Homepage and User Profiles. Tagged friends and Page Admins of tagged %s will get notification updates.)"
"Status Box Options";"Status Box Options"
"Add Friends (Users will be able to add friends in their updates. These friends will appear in the updates with a “with�? text. Added friends will get a notification update. If enabled, this will be available on Member Homepage and User Profiles.)";"Add Friends (Users will be able to add friends in their updates. These friends will appear in the updates with a “with�? text. Added friends will get a notification update. If enabled, this will be available on Member Homepage and User Profiles.)"
"Emoticons (Users will see an “Insert Emoticons�? icon in the updates posting box and will be able to insert attractive Emoticons / Smileys in their posts. If enabled, this will be available in all locations of the status box.)";"Emoticons (Users will see an “Insert Emoticons�? icon in the updates posting box and will be able to insert attractive Emoticons / Smileys in their posts. If enabled, this will be available in all locations of the status box.)"
"Post Sharing Privacy (Users will be able to choose the people with whom they want to share their updates. The available sharing privacy options come pre-configured with “Everyone�?, “Friends & Networks�? and “Friends Only�?, and Friend Lists created by users like “Family�?, “Work Colleagues�?, etc are also shown. Additionally, users can also create custom sharing lists using their Friend Lists. If enabled, this will be available on Member Homepage and User Profiles.)";"Post Sharing Privacy (Users will be able to choose the people with whom they want to share their updates. The available sharing privacy options come pre-configured with “Everyone�?, “Friends & Networks�? and “Friends Only�?, and Friend Lists created by users like “Family�?, “Work Colleagues�?, etc are also shown. Additionally, users can also create custom sharing lists using their Friend Lists. If enabled, this will be available on Member Homepage and User Profiles.)"
"Update Frequency for Facebook and Twitter Feeds";"Update Frequency for Facebook and Twitter Feeds"
"This application connects to the respective third-party (using AJAX) after regular intervals to check if there are any new updates to the corresponding activity feed. How often do you want this process to occur? A shorter amount of time will consume more server resources. If your server is experiencing slowdown issues, try lowering the frequency the application checks for updates.";"This application connects to the respective third-party (using AJAX) after regular intervals to check if there are any new updates to the corresponding activity feed. How often do you want this process to occur? A shorter amount of time will consume more server resources. If your server is experiencing slowdown issues, try lowering the frequency the application checks for updates."
"Upload a small icon for the Welcome Tab %s. The ideal dimensions of this icon should be: 16 X 16 px. (Once you upload a new icon at the link mentioned, then refresh this page to see its preview below after selection.)";"Upload a small icon for the Welcome Tab %s. The ideal dimensions of this icon should be: 16 X 16 px. (Once you upload a new icon at the link mentioned, then refresh this page to see its preview below after selection.)"



# File Path: Advancedactivity/Form/Admin/NotificationSettings.php

"Notification Updates in Mini Navigation Menu";"Notification Updates in Mini Navigation Menu"
"You can now make the Notification Updates, that come in the header mini navigation menu, attractive like they are on Facebook. Below are the settings for this.";"You can now make the Notification Updates, that come in the header mini navigation menu, attractive like they are on Facebook. Below are the settings for this."
"Advanced Notification Updates";"Advanced Notification Updates"
"Do you want to enable attractive, advanced notification updates in the mini navigation menu of your website. (Enabling this will replace the existing notification updates with the advanced one.)";"Do you want to enable attractive, advanced notification updates in the mini navigation menu of your website. (Enabling this will replace the existing notification updates with the advanced one.)"
"Number of Notifications";"Number of Notifications"
"Select the number of notifications that should be visible in the Updates dropdown. (The dropdown has a “View All Updates�? link enabling users to read all updates.)";"Select the number of notifications that should be visible in the Updates dropdown. (The dropdown has a “View All Updates�? link enabling users to read all updates.)" 


# File Path: Advancedactivity/Form/Admin/WelcomeSettings.php

"Custom Blocks";"Custom Blocks"
"Welcome Tab Display";"Welcome Tab Display"
"If the Welcome Tab is displayed to a member in Advanced Activity Feeds widget, then should it be the default tab (appear as the opened tab on page load)? (Note: For a position of the Advanced Activity Feeds widget, you can choose whether Welcome Tab should be available in it or not from the Edit Settings popup of the widget.)";"If the Welcome Tab is displayed to a member in Advanced Activity Feeds widget, then should it be the default tab (appear as the opened tab on page load)? (Note: For a position of the Advanced Activity Feeds widget, you can choose whether Welcome Tab should be available in it or not from the Edit Settings popup of the widget.)"
"Allow Other Widgets";"Allow Other Widgets"
"Do you want other widgets to also be displayed in the Welcome Tab? (You can place the desired widgets in this Welcome Tab page from the Layout Editor. Please note that if you enable this setting, then you should be sure to place the desired extra widgets in Welcome Tab, than the ones mentioned above.)";"Do you want other widgets to also be displayed in the Welcome Tab? (You can place the desired widgets in this Welcome Tab page from the Layout Editor. Please note that if you enable this setting, then you should be sure to place the desired extra widgets in Welcome Tab, than the ones mentioned above.)"
"For Newly Signed-up Users";"For Newly Signed-up Users"
"For newly signed-up users, do you want the Welcome Tab to be shown as the default selected tab on Member Home Page on their first visit to that page? (This can be useful to give new users a quick overview of your website. This setting will only work for the first visit of new user on Member Home Page. Note that for this, you should have placed the Advanced Activity Feeds widget on Member Home Page with the Welcome Tab enabled.)";"For newly signed-up users, do you want the Welcome Tab to be shown as the default selected tab on Member Home Page on their first visit to that page? (This can be useful to give new users a quick overview of your website. This setting will only work for the first visit of new user on Member Home Page. Note that for this, you should have placed the Advanced Activity Feeds widget on Member Home Page with the Welcome Tab enabled.)"
"Invite Friends";"Invite Friends"
"Enter the number of friends till which users should be shown the Invite Friends block in the Welcome Tab (This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Invite Friends"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the Invite Friends block in the Welcome Tab (This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Invite Friends"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)."
"The Invite Friends block in the Welcome Tab requires either the ""%s"" or the ""%s"" plugin installed or enabled on your site. This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site.";"The Invite Friends block in the Welcome Tab requires either the "%s" or the ""%s"" plugin installed or enabled on your site. This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site." 
"People You May Know";"People You May Know"
"Enter the number of friends till which users should be shown the People You May Know block in the Welcome Tab (This block shows to users the people they may know and enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""People you may know"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the  People You May Know block in the Welcome Tab (This block shows to users the people they may know and enables  them to easily and quickly add them as friends to grow their network on your site. Note that for this to be  visible, you must place the ""People you may know"" widget in this page from the Layout Editor. If you do not  want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)." 
"People You May Know Limit";"People You May Know Limit"
"How many suggestions do you want to display in the People You May Know block in the Welcome Tab? (Note: For this to be visible, please place the ""Welcome: Friends Suggestions"" widget in this Welcome page from the Layout Editor.)";"How many suggestions do you want to display in the People You May Know block in the  Welcome Tab? (Note: For this to be visible, please place the ""Welcome: Friends Suggestions"" widget in this Welcome page from the Layout Editor.)" 
"The People You May Know block in the Welcome Tab requires either the "%s" or the "%s" plugin installed or enabled on your site. This block shows to users the people they may know and enables them to easily and  quickly add them as friends to grow their network on your site.";"The People You May Know block in the Welcome  Tab requires either the "%s" or the "%s" plugin installed or enabled on your site. This block shows to users the people they may know and enables them to easily and quickly add them as friends to grow their network on your site."
"Search for People";"Search for People"
"Enter the number of friends till which users should be shown the Search for People block in the Welcome Tab (This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Search for People"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the Search for People block in the Welcome Tab (This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Search for People"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)."
"Profile Photo";"Profile Photo"
"Do you want the Profile Photo block to be available in the Welcome Tab for users who have not uploaded a profile photo (This block will enable users to easily and quickly upload a profile photo, thus increasing trust on your website. Note that for this to be visible, you must place the ""Welcome: Profile Photo Uploading"" widget in this page from the Layout Editor.)?";"Do you want the Profile Photo block to be available in the Welcome Tab for users who have not uploaded a profile photo (This block will enable users to easily and quickly upload a profile photo, thus increasing trust on your website. Note that for this to be visible, you must place the ""Welcome: Profile Photo Uploading"" widget in this page from the Layout Editor.)?"
"Suggestions";"Suggestions"
"Enter the number of days after signup till which users should be shown the Suggestions block in the Welcome Tab (This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site. Note that for this to be visible, you must place the ""Explore Suggestions"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you. You can set the number of items to be visible in this from the Edit Settings for this widget.).";"Enter the number of days after signup till which users should be shown the Suggestions block in the Welcome Tab (This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site. Note that for this to be visible, you must place the ""Explore Suggestions"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you. You can set the number of items to be visible in this from the Edit Settings for this widget.)."
"The Suggestions block in the Welcome Tab requires the ""%s"" plugin installed or enabled on your site. This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site.";"The Suggestions block in the Welcome Tab requires the ""%s"" plugin installed or enabled on your site. This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site."
"Most Liked Items (Popular Content)";"Most Liked Items (Popular Content)"
"Enter the number of days after signup till which users should be shown the Popular Content block in the Welcome Tab (This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site. Note that for this to be visible, you must place the ""Welcome: Most Liked Items"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you.).";"Enter the number of days after signup till which users should be shown the Popular Content block in the Welcome Tab (This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site. Note that for this to be visible, you must place the ""Welcome: Most Liked Items" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you.)."
"Most Liked Items Limit";"Most Liked Items Limit"
"How many likes do you want to display in the most liked items block in the Welcome Tab? (Note: For this to be visible, please place the ""Most Liked Items"" widget in this Welcome page from the Layout Editor.)";"How many likes do you want to display in the most liked items block in the Welcome Tab? (Note: For this to be visible, please place the ""Most Liked Items"" widget in this Welcome page from the Layout Editor.)" 
"The Popular Content block in the Welcome Tab requires the FREE ""%s"" plugin installed and enabled on your site. This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site.";"The Popular Content block in the Welcome Tab requires the FREE ""%s"" plugin installed and enabled on your site. This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site."
"Most Liked Items (Popular Content)";"Most Liked Items (Popular Content)"



# File Path: Advancedactivity/Form/Photo.php

"Upload Your Profile Picture";"Upload Your Profile Picture"
"Current Photo";"Current Photo"
"Choose New Photo";"Choose New Photo"
"Cancel";"Cancel"



# File Path: Advancedactivity/Form/Report.php

"Report";"Report"
"Do you want to report this?";"Do you want to report this?"
"Type";"Type"
"(select)";"(select)"
"Spam";"Spam"
"Abuse";"Abuse"
"Inappropriate Content";"Inappropriate Content"
"Licensed Material";"Licensed Material"
"Other";"Other"
"Description";"Description"
"Submit Report";"Submit Report"
"Reasons";"Reasons"


# File Path: Advancedactivity/Form/Share.php

"Share";"Share"
"Share this by re-posting it with your own message.";"Share this by re-posting it with your own message."
"Publish this on Facebook";"Publish this on Facebook"
"Publish this on Twitter";"Publish this on Twitter"
"Not an item";"Not an item"



# File Path: Advancedactivity/Plugin/Composer/Tag.php

"post";"post"



# File Path: Advancedactivity/settings/content.php

"Advanced Activity Feeds";"Advanced Activity Feeds"
"Displays the advanced activity feeds on your site. This widget facilitates you to enable any of the 4 available tabs: Welcome, Site Activity Feeds, Facebook Feeds and Twitter Feed at various widget locations. On content profile / view pages, in site activity feeds, the feeds for respective content profile will show, whereas at other locations of this widget, overall site activity feeds will show. The Welcome, Facebook and Twitter tabs will not be shown on the content profile / view pages even if they are enabled. Facebook and Twitter tabs will show the logged-in user’s Facebook and Twitter feeds. It is recommended to place this widget where SocialEngine’s Core Activity Feed widget is placed.";"Displays the advanced activity feeds on your site. This widget facilitates you to enable any of the 4 available tabs: Welcome, Site Activity Feeds, Facebook Feeds and Twitter Feed at various widget locations. On content profile / view pages, in site activity feeds, the feeds for respective content profile will show, whereas at other locations of this widget, overall site activity feeds will show. The Welcome, Facebook and Twitter tabs will not be shown on the content profile / view pages even if they are enabled. Facebook and Twitter tabs will show the logged-in user’s Facebook and Twitter feeds. It is recommended to place this widget where SocialEngine’s Core Activity Feed widget is placed."
"Advanced Activities";"Advanced Activities"
"What\'s New";"What\'s New"
"Select the tabs that you want to be available in this block.";"Select the tabs that you want to be available in this block."
"Tabs";"Tabs"
"Welcome";"Welcome"
"Site Activity Feeds";"Site Activity Feeds"
"Facebook Feeds";"Facebook Feeds"
"Twitter Feeds";"Twitter Feeds"
"Welcome: Search for People";"Welcome: Search for People"
